"text","urgency","authority","fear","impersonation","cleaned_text"
"Netflix official help center","0","0","0","0","Netflix official help center"
"PayPal privacy policy update","0","0","0","0","PayPal privacy policy update"
"LinkedIn user dashboard overview","0","0","0","0","LinkedIn user dashboard overview"
"Learn more about Twitter services","0","0","0","0","Learn more about Twitter services"
"WhatsApp account activity summary","0","0","0","0","WhatsApp account activity summary"
"RBI official login help page","0","0","0","0","RBI official login help page"
"SBI support documentation portal","0","0","0","0","SBI support documentation portal"
"ICICI terms and conditions","0","0","0","0","ICICI terms and conditions"
"Google account settings page","0","0","0","0","Google account settings page"
"Welcome to Microsoft developer documentation","0","0","0","0","Welcome to Microsoft developer documentation"
"Amazon official help center","0","0","0","0","Amazon official help center"
"Apple privacy policy update","0","0","0","0","Apple privacy policy update"
"Facebook user dashboard overview","0","0","0","0","Facebook user dashboard overview"
"Learn more about Instagram services","0","0","0","0","Learn more about Instagram services"
"Netflix account activity summary","0","0","0","0","Netflix account activity summary"
"PayPal official login help page","0","0","0","0","PayPal official login help page"
"LinkedIn support documentation portal","0","0","0","0","LinkedIn support documentation portal"
"Twitter terms and conditions","0","0","0","0","Twitter terms and conditions"
"WhatsApp account settings page","0","0","0","0","WhatsApp account settings page"
"Welcome to RBI developer documentation","0","0","0","0","Welcome to RBI developer documentation"
"SBI official help center","0","0","0","0","SBI official help center"
"ICICI privacy policy update","0","0","0","0","ICICI privacy policy update"
"Google user dashboard overview","0","0","0","0","Google user dashboard overview"
"Learn more about Microsoft services","0","0","0","0","Learn more about Microsoft services"
"Amazon account activity summary","0","0","0","0","Amazon account activity summary"
"Apple official login help page","0","0","0","0","Apple official login help page"
"Facebook support documentation portal","0","0","0","0","Facebook support documentation portal"
"Instagram terms and conditions","0","0","0","0","Instagram terms and conditions"
"Netflix account settings page","0","0","0","0","Netflix account settings page"
"Welcome to PayPal developer documentation","0","0","0","0","Welcome to PayPal developer documentation"
"LinkedIn official help center","0","0","0","0","LinkedIn official help center"
"Twitter privacy policy update","0","0","0","0","Twitter privacy policy update"
"WhatsApp user dashboard overview","0","0","0","0","WhatsApp user dashboard overview"
"Learn more about RBI services","0","0","0","0","Learn more about RBI services"
"SBI account activity summary","0","0","0","0","SBI account activity summary"
"ICICI official login help page","0","0","0","0","ICICI official login help page"
"Google support documentation portal","0","0","0","0","Google support documentation portal"
"Microsoft terms and conditions","0","0","0","0","Microsoft terms and conditions"
"Amazon account settings page","0","0","0","0","Amazon account settings page"
"Welcome to Apple developer documentation","0","0","0","0","Welcome to Apple developer documentation"
"Facebook official help center","0","0","0","0","Facebook official help center"
"Instagram privacy policy update","0","0","0","0","Instagram privacy policy update"
"Netflix user dashboard overview","0","0","0","0","Netflix user dashboard overview"
"Learn more about PayPal services","0","0","0","0","Learn more about PayPal services"
"LinkedIn account activity summary","0","0","0","0","LinkedIn account activity summary"
"Twitter official login help page","0","0","0","0","Twitter official login help page"
"WhatsApp support documentation portal","0","0","0","0","WhatsApp support documentation portal"
"RBI terms and conditions","0","0","0","0","RBI terms and conditions"
"SBI account settings page","0","0","0","0","SBI account settings page"
"Welcome to ICICI developer documentation","0","0","0","0","Welcome to ICICI developer documentation"
"Google official help center","0","0","0","0","Google official help center"
"Microsoft privacy policy update","0","0","0","0","Microsoft privacy policy update"
"Amazon user dashboard overview","0","0","0","0","Amazon user dashboard overview"
"Learn more about Apple services","0","0","0","0","Learn more about Apple services"
"Facebook account activity summary","0","0","0","0","Facebook account activity summary"
"Instagram official login help page","0","0","0","0","Instagram official login help page"
"Netflix support documentation portal","0","0","0","0","Netflix support documentation portal"
"PayPal terms and conditions","0","0","0","0","PayPal terms and conditions"
"LinkedIn account settings page","0","0","0","0","LinkedIn account settings page"
"Welcome to Twitter developer documentation","0","0","0","0","Welcome to Twitter developer documentation"
"WhatsApp official help center","0","0","0","0","WhatsApp official help center"
"RBI privacy policy update","0","0","0","0","RBI privacy policy update"
"SBI user dashboard overview","0","0","0","0","SBI user dashboard overview"
"Learn more about ICICI services","0","0","0","0","Learn more about ICICI services"
"Google account activity summary","0","0","0","0","Google account activity summary"
"Microsoft official login help page","0","0","0","0","Microsoft official login help page"
"Amazon support documentation portal","0","0","0","0","Amazon support documentation portal"
"Apple terms and conditions","0","0","0","0","Apple terms and conditions"
"Facebook account settings page","0","0","0","0","Facebook account settings page"
"Welcome to Instagram developer documentation","0","0","0","0","Welcome to Instagram developer documentation"
"Netflix official help center","0","0","0","0","Netflix official help center"
"PayPal privacy policy update","0","0","0","0","PayPal privacy policy update"
"LinkedIn user dashboard overview","0","0","0","0","LinkedIn user dashboard overview"
"Learn more about Twitter services","0","0","0","0","Learn more about Twitter services"
"WhatsApp account activity summary","0","0","0","0","WhatsApp account activity summary"
"RBI official login help page","0","0","0","0","RBI official login help page"
"SBI support documentation portal","0","0","0","0","SBI support documentation portal"
"ICICI terms and conditions","0","0","0","0","ICICI terms and conditions"
"Google account settings page","0","0","0","0","Google account settings page"
"Welcome to Microsoft developer documentation","0","0","0","0","Welcome to Microsoft developer documentation"
"Amazon official help center","0","0","0","0","Amazon official help center"
"Apple privacy policy update","0","0","0","0","Apple privacy policy update"
"Facebook user dashboard overview","0","0","0","0","Facebook user dashboard overview"
"Learn more about Instagram services","0","0","0","0","Learn more about Instagram services"
"Netflix account activity summary","0","0","0","0","Netflix account activity summary"
"PayPal official login help page","0","0","0","0","PayPal official login help page"
"LinkedIn support documentation portal","0","0","0","0","LinkedIn support documentation portal"
"Twitter terms and conditions","0","0","0","0","Twitter terms and conditions"
"WhatsApp account settings page","0","0","0","0","WhatsApp account settings page"
"Welcome to RBI developer documentation","0","0","0","0","Welcome to RBI developer documentation"
"SBI official help center","0","0","0","0","SBI official help center"
"ICICI privacy policy update","0","0","0","0","ICICI privacy policy update"
"Google user dashboard overview","0","0","0","0","Google user dashboard overview"
"Learn more about Microsoft services","0","0","0","0","Learn more about Microsoft services"
"Amazon account activity summary","0","0","0","0","Amazon account activity summary"
"Apple official login help page","0","0","0","0","Apple official login help page"
"Facebook support documentation portal","0","0","0","0","Facebook support documentation portal"
"Instagram terms and conditions","0","0","0","0","Instagram terms and conditions"
"Netflix account settings page","0","0","0","0","Netflix account settings page"
"Welcome to PayPal developer documentation","0","0","0","0","Welcome to PayPal developer documentation"
"LinkedIn official help center","0","0","0","0","LinkedIn official help center"
"Twitter privacy policy update","0","0","0","0","Twitter privacy policy update"
"WhatsApp user dashboard overview","0","0","0","0","WhatsApp user dashboard overview"
"Learn more about RBI services","0","0","0","0","Learn more about RBI services"
"SBI account activity summary","0","0","0","0","SBI account activity summary"
"ICICI official login help page","0","0","0","0","ICICI official login help page"
"Google support documentation portal","0","0","0","0","Google support documentation portal"
"Microsoft terms and conditions","0","0","0","0","Microsoft terms and conditions"
"Amazon account settings page","0","0","0","0","Amazon account settings page"
"Welcome to Apple developer documentation","0","0","0","0","Welcome to Apple developer documentation"
"Facebook official help center","0","0","0","0","Facebook official help center"
"Instagram privacy policy update","0","0","0","0","Instagram privacy policy update"
"Netflix user dashboard overview","0","0","0","0","Netflix user dashboard overview"
"Learn more about PayPal services","0","0","0","0","Learn more about PayPal services"
"LinkedIn account activity summary","0","0","0","0","LinkedIn account activity summary"
"Twitter official login help page","0","0","0","0","Twitter official login help page"
"WhatsApp support documentation portal","0","0","0","0","WhatsApp support documentation portal"
"RBI terms and conditions","0","0","0","0","RBI terms and conditions"
"SBI account settings page","0","0","0","0","SBI account settings page"
"Welcome to ICICI developer documentation","0","0","0","0","Welcome to ICICI developer documentation"
"Google official help center","0","0","0","0","Google official help center"
"Microsoft privacy policy update","0","0","0","0","Microsoft privacy policy update"
"Amazon user dashboard overview","0","0","0","0","Amazon user dashboard overview"
"Learn more about Apple services","0","0","0","0","Learn more about Apple services"
"Facebook account activity summary","0","0","0","0","Facebook account activity summary"
"Instagram official login help page","0","0","0","0","Instagram official login help page"
"Netflix support documentation portal","0","0","0","0","Netflix support documentation portal"
"PayPal terms and conditions","0","0","0","0","PayPal terms and conditions"
"LinkedIn account settings page","0","0","0","0","LinkedIn account settings page"
"Welcome to Twitter developer documentation","0","0","0","0","Welcome to Twitter developer documentation"
"WhatsApp official help center","0","0","0","0","WhatsApp official help center"
"RBI privacy policy update","0","0","0","0","RBI privacy policy update"
"SBI user dashboard overview","0","0","0","0","SBI user dashboard overview"
"Learn more about ICICI services","0","0","0","0","Learn more about ICICI services"
"Google account activity summary","0","0","0","0","Google account activity summary"
"Microsoft official login help page","0","0","0","0","Microsoft official login help page"
"Amazon support documentation portal","0","0","0","0","Amazon support documentation portal"
"Apple terms and conditions","0","0","0","0","Apple terms and conditions"
"Facebook account settings page","0","0","0","0","Facebook account settings page"
"Welcome to Instagram developer documentation","0","0","0","0","Welcome to Instagram developer documentation"
"Netflix official help center","0","0","0","0","Netflix official help center"
"PayPal privacy policy update","0","0","0","0","PayPal privacy policy update"
"LinkedIn user dashboard overview","0","0","0","0","LinkedIn user dashboard overview"
"Learn more about Twitter services","0","0","0","0","Learn more about Twitter services"
"WhatsApp account activity summary","0","0","0","0","WhatsApp account activity summary"
"RBI official login help page","0","0","0","0","RBI official login help page"
"SBI support documentation portal","0","0","0","0","SBI support documentation portal"
"ICICI terms and conditions","0","0","0","0","ICICI terms and conditions"
"Google account settings page","0","0","0","0","Google account settings page"
"Welcome to Microsoft developer documentation","0","0","0","0","Welcome to Microsoft developer documentation"
"Amazon official help center","0","0","0","0","Amazon official help center"
"Apple privacy policy update","0","0","0","0","Apple privacy policy update"
"Facebook user dashboard overview","0","0","0","0","Facebook user dashboard overview"
"Learn more about Instagram services","0","0","0","0","Learn more about Instagram services"
"Netflix account activity summary","0","0","0","0","Netflix account activity summary"
"PayPal official login help page","0","0","0","0","PayPal official login help page"
"LinkedIn support documentation portal","0","0","0","0","LinkedIn support documentation portal"
"Twitter terms and conditions","0","0","0","0","Twitter terms and conditions"
"WhatsApp account settings page","0","0","0","0","WhatsApp account settings page"
"Welcome to RBI developer documentation","0","0","0","0","Welcome to RBI developer documentation"
"SBI official help center","0","0","0","0","SBI official help center"
"ICICI privacy policy update","0","0","0","0","ICICI privacy policy update"
"Google user dashboard overview","0","0","0","0","Google user dashboard overview"
"Learn more about Microsoft services","0","0","0","0","Learn more about Microsoft services"
"Amazon account activity summary","0","0","0","0","Amazon account activity summary"
"Apple official login help page","0","0","0","0","Apple official login help page"
"Facebook support documentation portal","0","0","0","0","Facebook support documentation portal"
"Instagram terms and conditions","0","0","0","0","Instagram terms and conditions"
"Netflix account settings page","0","0","0","0","Netflix account settings page"
"Welcome to PayPal developer documentation","0","0","0","0","Welcome to PayPal developer documentation"
"LinkedIn official help center","0","0","0","0","LinkedIn official help center"
"Twitter privacy policy update","0","0","0","0","Twitter privacy policy update"
"WhatsApp user dashboard overview","0","0","0","0","WhatsApp user dashboard overview"
"Learn more about RBI services","0","0","0","0","Learn more about RBI services"
"SBI account activity summary","0","0","0","0","SBI account activity summary"
"ICICI official login help page","0","0","0","0","ICICI official login help page"
"Google support documentation portal","0","0","0","0","Google support documentation portal"
"Microsoft terms and conditions","0","0","0","0","Microsoft terms and conditions"
"Amazon account settings page","0","0","0","0","Amazon account settings page"
"Welcome to Apple developer documentation","0","0","0","0","Welcome to Apple developer documentation"
"Facebook official help center","0","0","0","0","Facebook official help center"
"Instagram privacy policy update","0","0","0","0","Instagram privacy policy update"
"Netflix user dashboard overview","0","0","0","0","Netflix user dashboard overview"
"Learn more about PayPal services","0","0","0","0","Learn more about PayPal services"
"LinkedIn account activity summary","0","0","0","0","LinkedIn account activity summary"
"Twitter official login help page","0","0","0","0","Twitter official login help page"
"WhatsApp support documentation portal","0","0","0","0","WhatsApp support documentation portal"
"RBI terms and conditions","0","0","0","0","RBI terms and conditions"
"SBI account settings page","0","0","0","0","SBI account settings page"
"Welcome to ICICI developer documentation","0","0","0","0","Welcome to ICICI developer documentation"
"Google official help center","0","0","0","0","Google official help center"
"Microsoft privacy policy update","0","0","0","0","Microsoft privacy policy update"
"Amazon user dashboard overview","0","0","0","0","Amazon user dashboard overview"
"Learn more about Apple services","0","0","0","0","Learn more about Apple services"
"Facebook account activity summary","0","0","0","0","Facebook account activity summary"
"Instagram official login help page","0","0","0","0","Instagram official login help page"
"Netflix support documentation portal","0","0","0","0","Netflix support documentation portal"
"PayPal terms and conditions","0","0","0","0","PayPal terms and conditions"
"LinkedIn account settings page","0","0","0","0","LinkedIn account settings page"
"Welcome to Twitter developer documentation","0","0","0","0","Welcome to Twitter developer documentation"
"WhatsApp official help center","0","0","0","0","WhatsApp official help center"
"RBI privacy policy update","0","0","0","0","RBI privacy policy update"
"SBI user dashboard overview","0","0","0","0","SBI user dashboard overview"
"Learn more about ICICI services","0","0","0","0","Learn more about ICICI services"
"Google account activity summary","0","0","0","0","Google account activity summary"
"Microsoft official login help page","0","0","0","0","Microsoft official login help page"
"Amazon support documentation portal","0","0","0","0","Amazon support documentation portal"
"Apple terms and conditions","0","0","0","0","Apple terms and conditions"
"Facebook account settings page","0","0","0","0","Facebook account settings page"
"Welcome to Instagram developer documentation","0","0","0","0","Welcome to Instagram developer documentation"
"Netflix official help center","0","0","0","0","Netflix official help center"
"PayPal privacy policy update","0","0","0","0","PayPal privacy policy update"
"LinkedIn user dashboard overview","0","0","0","0","LinkedIn user dashboard overview"
"Learn more about Twitter services","0","0","0","0","Learn more about Twitter services"
"WhatsApp account activity summary","0","0","0","0","WhatsApp account activity summary"
"RBI official login help page","0","0","0","0","RBI official login help page"
"SBI support documentation portal","0","0","0","0","SBI support documentation portal"
"ICICI terms and conditions","0","0","0","0","ICICI terms and conditions"
"HR Department: Immediate account suspension required to avoid consequences.","1","1","1","1","HR Department: Immediate account suspension required to avoid consequences."
"Google Security: Immediate account suspension required to avoid consequences.","1","1","1","1","Google Security: Immediate account suspension required to avoid consequences."
"Google Security: Immediate wire transfer required to avoid consequences.","1","1","0","1","Google Security: Immediate wire transfer required to avoid consequences."
"Court of Law: Immediate legal action required to avoid consequences.","1","1","1","0","Court of Law: Immediate legal action required to avoid consequences."
"Income Tax Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate wire transfer required to avoid consequences."
"CEO Office: Immediate verify immediately required to avoid consequences.","1","1","0","1","CEO Office: Immediate verify immediately required to avoid consequences."
"HR Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","HR Department: Immediate verify immediately required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"Microsoft Security Team: Immediate wire transfer required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate wire transfer required to avoid consequences."
"CEO Office: Immediate verify immediately required to avoid consequences.","1","1","0","1","CEO Office: Immediate verify immediately required to avoid consequences."
"CEO Office: Immediate wire transfer required to avoid consequences.","1","1","0","1","CEO Office: Immediate wire transfer required to avoid consequences."
"Bank of India: Immediate legal action required to avoid consequences.","1","1","1","0","Bank of India: Immediate legal action required to avoid consequences."
"RBI: Immediate wire transfer required to avoid consequences.","1","1","0","1","RBI: Immediate wire transfer required to avoid consequences."
"Cyber Crime Cell: Immediate account suspension required to avoid consequences.","1","1","1","1","Cyber Crime Cell: Immediate account suspension required to avoid consequences."
"Income Tax Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate wire transfer required to avoid consequences."
"Cyber Crime Cell: Immediate verify immediately required to avoid consequences.","1","1","0","1","Cyber Crime Cell: Immediate verify immediately required to avoid consequences."
"Income Tax Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate verify immediately required to avoid consequences."
"RBI: Immediate legal action required to avoid consequences.","1","1","1","0","RBI: Immediate legal action required to avoid consequences."
"Google Security: Immediate wire transfer required to avoid consequences.","1","1","0","1","Google Security: Immediate wire transfer required to avoid consequences."
"Bank of India: Immediate verify immediately required to avoid consequences.","1","1","0","1","Bank of India: Immediate verify immediately required to avoid consequences."
"Bank of India: Immediate legal action required to avoid consequences.","1","1","1","0","Bank of India: Immediate legal action required to avoid consequences."
"CEO Office: Immediate wire transfer required to avoid consequences.","1","1","0","1","CEO Office: Immediate wire transfer required to avoid consequences."
"Cyber Crime Cell: Immediate payment required to avoid consequences.","1","1","0","1","Cyber Crime Cell: Immediate payment required to avoid consequences."
"RBI: Immediate verify immediately required to avoid consequences.","1","1","0","1","RBI: Immediate verify immediately required to avoid consequences."
"Income Tax Department: Immediate payment required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate payment required to avoid consequences."
"Microsoft Security Team: Immediate wire transfer required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate wire transfer required to avoid consequences."
"RBI: Immediate payment required to avoid consequences.","1","1","0","1","RBI: Immediate payment required to avoid consequences."
"Bank of India: Immediate verify immediately required to avoid consequences.","1","1","0","1","Bank of India: Immediate verify immediately required to avoid consequences."
"Microsoft Security Team: Immediate verify immediately required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate verify immediately required to avoid consequences."
"Bank of India: Immediate account suspension required to avoid consequences.","1","1","1","1","Bank of India: Immediate account suspension required to avoid consequences."
"Bank of India: Immediate payment required to avoid consequences.","1","1","0","1","Bank of India: Immediate payment required to avoid consequences."
"CEO Office: Immediate verify immediately required to avoid consequences.","1","1","0","1","CEO Office: Immediate verify immediately required to avoid consequences."
"HR Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","HR Department: Immediate wire transfer required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"CEO Office: Immediate wire transfer required to avoid consequences.","1","1","0","1","CEO Office: Immediate wire transfer required to avoid consequences."
"Police Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","Police Department: Immediate verify immediately required to avoid consequences."
"Google Security: Immediate account suspension required to avoid consequences.","1","1","1","1","Google Security: Immediate account suspension required to avoid consequences."
"HR Department: Immediate payment required to avoid consequences.","1","1","0","1","HR Department: Immediate payment required to avoid consequences."
"Microsoft Security Team: Immediate account suspension required to avoid consequences.","1","1","1","1","Microsoft Security Team: Immediate account suspension required to avoid consequences."
"Court of Law: Immediate payment required to avoid consequences.","1","1","0","1","Court of Law: Immediate payment required to avoid consequences."
"Court of Law: Immediate payment required to avoid consequences.","1","1","0","1","Court of Law: Immediate payment required to avoid consequences."
"Bank of India: Immediate payment required to avoid consequences.","1","1","0","1","Bank of India: Immediate payment required to avoid consequences."
"Cyber Crime Cell: Immediate verify immediately required to avoid consequences.","1","1","0","1","Cyber Crime Cell: Immediate verify immediately required to avoid consequences."
"HR Department: Immediate payment required to avoid consequences.","1","1","0","1","HR Department: Immediate payment required to avoid consequences."
"Microsoft Security Team: Immediate wire transfer required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate wire transfer required to avoid consequences."
"Income Tax Department: Immediate payment required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate payment required to avoid consequences."
"Police Department: Immediate payment required to avoid consequences.","1","1","0","1","Police Department: Immediate payment required to avoid consequences."
"Police Department: Immediate account suspension required to avoid consequences.","1","1","1","1","Police Department: Immediate account suspension required to avoid consequences."
"Google Security: Immediate verify immediately required to avoid consequences.","1","1","0","1","Google Security: Immediate verify immediately required to avoid consequences."
"CEO Office: Immediate legal action required to avoid consequences.","1","1","1","0","CEO Office: Immediate legal action required to avoid consequences."
"Police Department: Immediate legal action required to avoid consequences.","1","1","1","0","Police Department: Immediate legal action required to avoid consequences."
"Police Department: Immediate legal action required to avoid consequences.","1","1","1","0","Police Department: Immediate legal action required to avoid consequences."
"Income Tax Department: Immediate payment required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate payment required to avoid consequences."
"Google Security: Immediate account suspension required to avoid consequences.","1","1","1","1","Google Security: Immediate account suspension required to avoid consequences."
"Microsoft Security Team: Immediate verify immediately required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate verify immediately required to avoid consequences."
"Income Tax Department: Immediate legal action required to avoid consequences.","1","1","1","0","Income Tax Department: Immediate legal action required to avoid consequences."
"HR Department: Immediate payment required to avoid consequences.","1","1","0","1","HR Department: Immediate payment required to avoid consequences."
"Cyber Crime Cell: Immediate account suspension required to avoid consequences.","1","1","1","1","Cyber Crime Cell: Immediate account suspension required to avoid consequences."
"CEO Office: Immediate legal action required to avoid consequences.","1","1","1","0","CEO Office: Immediate legal action required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"HR Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","HR Department: Immediate wire transfer required to avoid consequences."
"Google Security: Immediate wire transfer required to avoid consequences.","1","1","0","1","Google Security: Immediate wire transfer required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"HR Department: Immediate payment required to avoid consequences.","1","1","0","1","HR Department: Immediate payment required to avoid consequences."
"Court of Law: Immediate verify immediately required to avoid consequences.","1","1","0","1","Court of Law: Immediate verify immediately required to avoid consequences."
"RBI: Immediate payment required to avoid consequences.","1","1","0","1","RBI: Immediate payment required to avoid consequences."
"RBI: Immediate wire transfer required to avoid consequences.","1","1","0","1","RBI: Immediate wire transfer required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"Google Security: Immediate account suspension required to avoid consequences.","1","1","1","1","Google Security: Immediate account suspension required to avoid consequences."
"Police Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","Police Department: Immediate wire transfer required to avoid consequences."
"RBI: Immediate verify immediately required to avoid consequences.","1","1","0","1","RBI: Immediate verify immediately required to avoid consequences."
"Bank of India: Immediate wire transfer required to avoid consequences.","1","1","0","1","Bank of India: Immediate wire transfer required to avoid consequences."
"Google Security: Immediate wire transfer required to avoid consequences.","1","1","0","1","Google Security: Immediate wire transfer required to avoid consequences."
"Bank of India: Immediate legal action required to avoid consequences.","1","1","1","0","Bank of India: Immediate legal action required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"HR Department: Immediate legal action required to avoid consequences.","1","1","1","0","HR Department: Immediate legal action required to avoid consequences."
"Income Tax Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate verify immediately required to avoid consequences."
"RBI: Immediate wire transfer required to avoid consequences.","1","1","0","1","RBI: Immediate wire transfer required to avoid consequences."
"Court of Law: Immediate verify immediately required to avoid consequences.","1","1","0","1","Court of Law: Immediate verify immediately required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"Income Tax Department: Immediate account suspension required to avoid consequences.","1","1","1","1","Income Tax Department: Immediate account suspension required to avoid consequences."
"Microsoft Security Team: Immediate legal action required to avoid consequences.","1","1","1","0","Microsoft Security Team: Immediate legal action required to avoid consequences."
"Google Security: Immediate payment required to avoid consequences.","1","1","0","1","Google Security: Immediate payment required to avoid consequences."
"CEO Office: Immediate account suspension required to avoid consequences.","1","1","1","1","CEO Office: Immediate account suspension required to avoid consequences."
"RBI: Immediate legal action required to avoid consequences.","1","1","1","0","RBI: Immediate legal action required to avoid consequences."
"Court of Law: Immediate legal action required to avoid consequences.","1","1","1","0","Court of Law: Immediate legal action required to avoid consequences."
"HR Department: Immediate legal action required to avoid consequences.","1","1","1","0","HR Department: Immediate legal action required to avoid consequences."
"HR Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","HR Department: Immediate wire transfer required to avoid consequences."
"Cyber Crime Cell: Immediate legal action required to avoid consequences.","1","1","1","0","Cyber Crime Cell: Immediate legal action required to avoid consequences."
"HR Department: Immediate account suspension required to avoid consequences.","1","1","1","1","HR Department: Immediate account suspension required to avoid consequences."
"Court of Law: Immediate verify immediately required to avoid consequences.","1","1","0","1","Court of Law: Immediate verify immediately required to avoid consequences."
"Court of Law: Immediate wire transfer required to avoid consequences.","1","1","0","1","Court of Law: Immediate wire transfer required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"RBI: Immediate wire transfer required to avoid consequences.","1","1","0","1","RBI: Immediate wire transfer required to avoid consequences."
"CEO Office: Immediate legal action required to avoid consequences.","1","1","1","0","CEO Office: Immediate legal action required to avoid consequences."
"RBI: Immediate legal action required to avoid consequences.","1","1","1","0","RBI: Immediate legal action required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"Court of Law: Immediate verify immediately required to avoid consequences.","1","1","0","1","Court of Law: Immediate verify immediately required to avoid consequences."
"Court of Law: Immediate account suspension required to avoid consequences.","1","1","1","1","Court of Law: Immediate account suspension required to avoid consequences."
"Cyber Crime Cell: Immediate payment required to avoid consequences.","1","1","0","1","Cyber Crime Cell: Immediate payment required to avoid consequences."
"Police Department: Immediate legal action required to avoid consequences.","1","1","1","0","Police Department: Immediate legal action required to avoid consequences."
"Income Tax Department: Immediate payment required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate payment required to avoid consequences."
"Court of Law: Immediate verify immediately required to avoid consequences.","1","1","0","1","Court of Law: Immediate verify immediately required to avoid consequences."
"Bank of India: Immediate legal action required to avoid consequences.","1","1","1","0","Bank of India: Immediate legal action required to avoid consequences."
"Cyber Crime Cell: Immediate payment required to avoid consequences.","1","1","0","1","Cyber Crime Cell: Immediate payment required to avoid consequences."
"HR Department: Immediate payment required to avoid consequences.","1","1","0","1","HR Department: Immediate payment required to avoid consequences."
"CEO Office: Immediate wire transfer required to avoid consequences.","1","1","0","1","CEO Office: Immediate wire transfer required to avoid consequences."
"Bank of India: Immediate payment required to avoid consequences.","1","1","0","1","Bank of India: Immediate payment required to avoid consequences."
"HR Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","HR Department: Immediate verify immediately required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"Police Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","Police Department: Immediate wire transfer required to avoid consequences."
"Microsoft Security Team: Immediate legal action required to avoid consequences.","1","1","1","0","Microsoft Security Team: Immediate legal action required to avoid consequences."
"Google Security: Immediate account suspension required to avoid consequences.","1","1","1","1","Google Security: Immediate account suspension required to avoid consequences."
"Google Security: Immediate legal action required to avoid consequences.","1","1","1","0","Google Security: Immediate legal action required to avoid consequences."
"Cyber Crime Cell: Immediate legal action required to avoid consequences.","1","1","1","0","Cyber Crime Cell: Immediate legal action required to avoid consequences."
"Court of Law: Immediate payment required to avoid consequences.","1","1","0","1","Court of Law: Immediate payment required to avoid consequences."
"Court of Law: Immediate wire transfer required to avoid consequences.","1","1","0","1","Court of Law: Immediate wire transfer required to avoid consequences."
"HR Department: Immediate payment required to avoid consequences.","1","1","0","1","HR Department: Immediate payment required to avoid consequences."
"Police Department: Immediate payment required to avoid consequences.","1","1","0","1","Police Department: Immediate payment required to avoid consequences."
"Police Department: Immediate account suspension required to avoid consequences.","1","1","1","1","Police Department: Immediate account suspension required to avoid consequences."
"Cyber Crime Cell: Immediate legal action required to avoid consequences.","1","1","1","0","Cyber Crime Cell: Immediate legal action required to avoid consequences."
"Bank of India: Immediate payment required to avoid consequences.","1","1","0","1","Bank of India: Immediate payment required to avoid consequences."
